
Oct 25, 2021 09:49:18.103 NEW SESSION
Oct 25, 2021 09:49:18.103 [13516:22620:1025/094918.101:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.107 [13516:22620:1025/094918.107:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.107 [13516:22620:1025/094918.107:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.107 [13516:22620:1025/094918.107:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.108 [13516:22620:1025/094918.108:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.108 [13516:22620:1025/094918.108:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.108 [13516:22620:1025/094918.108:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.108 [13516:22620:1025/094918.108:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.109 [13516:22620:1025/094918.108:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.109 [13516:22620:1025/094918.109:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.109 [13516:22620:1025/094918.109:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.109 [13516:22620:1025/094918.109:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.110 [13516:22620:1025/094918.109:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.110 [13516:22620:1025/094918.110:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.110 [13516:22620:1025/094918.110:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.110 [13516:22620:1025/094918.110:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.110 [13516:22620:1025/094918.110:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.111 [13516:22620:1025/094918.110:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.111 [13516:22620:1025/094918.111:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.111 [13516:22620:1025/094918.111:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.112 [13516:22620:1025/094918.111:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.112 [13516:22620:1025/094918.111:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.112 [13516:22620:1025/094918.112:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.112 [13516:22620:1025/094918.112:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.113 [13516:22620:1025/094918.112:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.113 [13516:22620:1025/094918.113:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.113 [13516:22620:1025/094918.113:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.113 [13516:22620:1025/094918.113:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.114 [13516:22620:1025/094918.113:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:18.114 [13516:22620:1025/094918.114:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 09:49:21.555 [13516:22128:1025/094921.554:ERROR:device_event_log_impl.cc(214)] [09:49:21.554] USB: usb_device_handle_win.cc:1048 Failed to read descriptor from node connection: A device attached to the system is not functioning. (0x1F)
Oct 25, 2021 09:49:21.561 [13516:21288:1025/094921.561:ERROR:chrome_browser_main_extra_parts_metrics.cc(252)] crbug.com/1216328: Checking default browser status started. Please report if there is no report that this ends.
Oct 25, 2021 09:49:21.569 [13516:21288:1025/094921.569:ERROR:chrome_browser_main_extra_parts_metrics.cc(256)] crbug.com/1216328: Checking default browser status ended.

Oct 25, 2021 13:15:47.872 NEW SESSION
Oct 25, 2021 13:15:47.872 [16928:16704:1025/131547.871:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.873 [16928:16704:1025/131547.871:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.873 [16928:16704:1025/131547.871:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.873 [16928:16704:1025/131547.871:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.874 [16928:16704:1025/131547.872:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.875 [16928:16704:1025/131547.875:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.876 [16928:16704:1025/131547.876:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.876 [16928:16704:1025/131547.876:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.877 [16928:16704:1025/131547.877:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.878 [16928:16704:1025/131547.877:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.878 [16928:16704:1025/131547.878:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.878 [16928:16704:1025/131547.878:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.879 [16928:16704:1025/131547.879:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.879 [16928:16704:1025/131547.879:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.880 [16928:16704:1025/131547.880:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.880 [16928:16704:1025/131547.880:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.881 [16928:16704:1025/131547.881:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.881 [16928:16704:1025/131547.881:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.882 [16928:16704:1025/131547.881:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.882 [16928:16704:1025/131547.882:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.883 [16928:16704:1025/131547.882:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.884 [16928:16704:1025/131547.884:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.884 [16928:16704:1025/131547.884:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.885 [16928:16704:1025/131547.885:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.886 [16928:16704:1025/131547.885:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.886 [16928:16704:1025/131547.886:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.887 [16928:16704:1025/131547.886:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.887 [16928:16704:1025/131547.887:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.888 [16928:16704:1025/131547.887:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.889 [16928:16704:1025/131547.889:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.889 [16928:16704:1025/131547.889:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.889 [16928:16704:1025/131547.889:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.889 [16928:16704:1025/131547.889:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.890 [16928:16704:1025/131547.890:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.890 [16928:16704:1025/131547.890:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.890 [16928:16704:1025/131547.890:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.890 [16928:16704:1025/131547.890:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.891 [16928:16704:1025/131547.890:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.891 [16928:16704:1025/131547.891:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.891 [16928:16704:1025/131547.891:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:47.891 [16928:16704:1025/131547.891:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:15:50.646 [16928:16744:1025/131550.645:ERROR:chrome_browser_main_extra_parts_metrics.cc(252)] crbug.com/1216328: Checking default browser status started. Please report if there is no report that this ends.
Oct 25, 2021 13:15:50.647 [16928:16744:1025/131550.647:ERROR:chrome_browser_main_extra_parts_metrics.cc(256)] crbug.com/1216328: Checking default browser status ended.
Oct 25, 2021 13:15:50.655 [16928:14980:1025/131550.655:ERROR:device_event_log_impl.cc(214)] [13:15:50.655] USB: usb_device_handle_win.cc:1048 Failed to read descriptor from node connection: A device attached to the system is not functioning. (0x1F)
Oct 25, 2021 13:17:52.242 [8628:12116:1025/131752.241:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:17:52.242 [8628:12116:1025/131752.242:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:17:52.242 [8628:12116:1025/131752.242:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:17:52.243 [8628:12116:1025/131752.242:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:17:52.243 [8628:12116:1025/131752.243:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:17:52.243 [8628:12116:1025/131752.243:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:17:52.244 [8628:12116:1025/131752.243:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:17:52.244 [8628:12116:1025/131752.244:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:17:52.244 [8628:12116:1025/131752.244:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:17:52.245 [8628:12116:1025/131752.244:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:17:52.245 [8628:12116:1025/131752.245:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:17:52.245 [8628:12116:1025/131752.245:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:17:52.246 [8628:12116:1025/131752.245:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:17:52.246 [8628:12116:1025/131752.246:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:17:52.246 [8628:12116:1025/131752.246:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
Oct 25, 2021 13:17:52.246 [8628:12116:1025/131752.246:ERROR:database.cc(1787)] Web SQLite error: code 1 errno 0: no such column: creator_unique_id sql: SELECT guid, creator_unique_id, device_model, created_date, creation_source FROM autofill_profile_edge_extended WHERE guid=? LIMIT 1
